"repo_name","release_tag","period","date","day_of_week","release_gap_days","avg_releases_per_period","release_count","cumulative_releases"
"seed-design","@seed-design/react-snackbar@0.0.1-rc.0","day","2025-02-19","수요일",0,329,17,266
"seed-design","@seed-design/react-segmented-control@0.0.1-rc.0","day","2025-02-19","수요일",0,329,17,267
"seed-design","@seed-design/react-radio-group@0.0.1-rc.0","day","2025-02-19","수요일",0,329,17,268
"seed-design","@seed-design/react-pull-to-refresh@0.0.1-rc.0","day","2025-02-19","수요일",0,329,17,269
"seed-design","@seed-design/react-progress@0.0.1-rc.0","day","2025-02-19","수요일",0,329,17,270
"seed-design","@seed-design/react-popover@0.0.1-rc.0","day","2025-02-19","수요일",0,329,17,271
"seed-design","@seed-design/react-dialog@0.0.1-rc.0","day","2025-02-19","수요일",0,329,17,272
"seed-design","@seed-design/react-checkbox@0.0.1-rc.0","day","2025-02-19","수요일",0,329,17,273
"seed-design","@seed-design/react-avatar@0.0.1-rc.0","day","2025-02-19","수요일",0,329,17,274
"seed-design","@seed-design/css@0.0.1-rc.0","day","2025-02-19","수요일",0,329,17,275
"seed-design","@seed-design/stylesheet@1.0.4","day","2024-01-29","월요일",-386,329,1,276
"seed-design","@seed-design/react-theming@2.1.4","day","2023-07-31","월요일",-181,329,1,277
"seed-design","gatsby-plugin-seed-design@0.2.7","day","2023-07-17","월요일",-13,329,1,278
"seed-design","@seed-design/icon-deprecated@0.2.1","day","2023-07-05","수요일",-11,329,1,279
"seed-design","@seed-design/design-token@1.0.3","day","2023-05-23","화요일",-43,329,1,280
"seed-design","gatsby-plugin-seed-design@0.2.6","day","2023-04-25","화요일",-28,329,1,281
"seed-design","@seed-design/icon@0.2.1","day","2023-04-19","수요일",-5,329,2,282
"seed-design","@seed-design/icon@0.2.0","day","2023-04-19","수요일",0,329,2,283
"seed-design","@seed-design/design-token@1.0.1","day","2023-04-14","금요일",-4,329,1,284
"seed-design","@seed-design/icon@0.1.13","day","2023-03-11","토요일",-34,329,0,285
"seed-design","@seed-design/icon@0.1.12","day","2023-03-11","토요일",0,329,0,286
"seed-design","@seed-design/icon@0.1.11","day","2023-03-10","금요일",0,329,1,287
"seed-design","@seed-design/icon@0.1.10","day","2023-03-09","목요일",-1,329,1,288
"seed-design","@seed-design/icon@0.1.8","day","2023-02-23","목요일",-13,329,1,289
"seed-design","@seed-design/icon@0.1.7","day","2023-02-21","화요일",-2,329,1,290
"seed-design","@seed-design/icon@0.1.6","day","2023-02-20","월요일",0,329,3,291
"seed-design","@seed-design/icon@0.1.5","day","2023-02-20","월요일",0,329,3,292
"seed-design","@seed-design/icon@0.1.4","day","2023-02-20","월요일",0,329,3,293
"seed-design","@seed-design/icon@0.1.2","day","2023-02-17","금요일",-2,329,2,294
"seed-design","@seed-design/icon@0.1.1","day","2023-02-17","금요일",0,329,2,295
"seed-design","@seed-design/icon@0.1.0","day","2023-02-14","화요일",-2,329,1,296
"seed-design","@seed-design/icon@0.0.8","day","2023-02-13","월요일",-1,329,2,297
"seed-design","@seed-design/icon@0.0.7","day","2023-02-13","월요일",0,329,2,298
"seed-design","@seed-design/icon@0.0.6","day","2023-02-09","목요일",-4,329,6,299
"seed-design","@seed-design/icon@0.0.5","day","2023-02-09","목요일",0,329,6,300
"seed-design","@seed-design/icon@0.0.4","day","2023-02-09","목요일",0,329,6,301
"seed-design","@seed-design/icon@0.0.3","day","2023-02-09","목요일",0,329,6,302
"seed-design","@seed-design/icon@0.0.2","day","2023-02-09","목요일",0,329,6,303
"seed-design","@seed-design/icon@0.0.1","day","2023-02-09","목요일",0,329,6,304
"seed-design","gatsby-plugin-seed-design@0.2.5","day","2023-01-18","수요일",-21,329,2,305
"seed-design","@seed-design/stylesheet@1.0.3","day","2023-01-18","수요일",0,329,2,306
"seed-design","gatsby-plugin-seed-design@0.2.4","day","2022-12-09","금요일",-39,329,2,307
"seed-design","@seed-design/stylesheet@1.0.2","day","2022-12-09","금요일",0,329,2,308
"seed-design","gatsby-plugin-seed-design@0.2.3","day","2022-12-08","목요일",0,329,3,309
"seed-design","gatsby-plugin-seed-design@0.2.2","day","2022-12-08","목요일",0,329,3,310
"seed-design","@seed-design/react-theming@2.1.2","day","2022-12-08","목요일",0,329,3,311
"seed-design","gatsby-plugin-seed-design@0.2.1","day","2022-11-29","화요일",-9,329,2,312
"seed-design","@seed-design/react-theming@2.1.1","day","2022-11-29","화요일",0,329,2,313
"seed-design","gatsby-plugin-seed-design@0.2.0","day","2022-11-25","금요일",-3,329,4,314
"seed-design","gatsby-plugin-seed-design@0.0.4","day","2022-11-25","금요일",0,329,4,315
"seed-design","@seed-design/react-theming@2.1.0","day","2022-11-25","금요일",0,329,4,316
"seed-design","@seed-design/react-theming@2.0.4","day","2022-11-25","금요일",0,329,4,317
"seed-design","gatsby-plugin-seed-design@0.0.3","day","2022-11-24","목요일",0,329,4,318
"seed-design","gatsby-plugin-seed-design@0.0.2","day","2022-11-24","목요일",0,329,4,319
"seed-design","@seed-design/react-theming@2.0.3","day","2022-11-24","목요일",0,329,4,320
"seed-design","@seed-design/react-theming@2.0.2","day","2022-11-24","목요일",0,329,4,321
"seed-design","@seed-design/react-theming@2.0.1","day","2022-11-18","금요일",-5,329,2,322
"seed-design","@seed-design/react-theming@2.0.0","day","2022-11-18","금요일",0,329,2,323
"seed-design","@seed-design/stylesheet@1.0.1","day","2022-10-07","금요일",-42,329,1,324
"seed-design","@karrotmarket/design-token@1.1.2","day","2022-03-10","목요일",-210,329,1,325
"seed-design","@karrotmarket/styled-components-theme@0.2.0","day","2021-10-15","금요일",-145,329,4,326
"seed-design","@karrotmarket/react-theming@0.2.0","day","2021-10-15","금요일",0,329,4,327
"seed-design","@karrotmarket/react-emotion-theme@0.4.0","day","2021-10-15","금요일",0,329,4,328
"seed-design","@karrotmarket/design-token@0.2.0","day","2021-10-15","금요일",0,329,4,329
